Magnificacao;Municao;Label;Circ;Round;df;AR;Mun;Nova classificacao;Classificacao numerica;Classificacao morfometrica
10000;5.56;GSR5.561-10ME416-1-attrFilt;0,334;0,685;9,766;1,459;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
10000;5.56;GSR5.561-10ME444-1-attrFilt;0,354;0,746;10,248;1,341;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;5.56;GSR5.561-10ME815-1-attrFilt;0,469;0,734;11,316;1,362;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;5.56;GSR5.561-10ME839-1-attrFilt;0,214;0,492;11,174;2,034;2;Sub arredondada e muito baixa circularidade;12;Irregular
10000;5.56;GSR5.561-10ME866-1-attrFilt;0,512;0,879;10,707;1,138;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;5.56;GSR5.561-10ME899-1-attrFilt;0,409;0,782;9,222;1,278;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;5.56;GSR5.561-10ME1151-1-attrFilt;0,442;0,666;10,798;1,501;2;Arredondada e muito baixa circularidade;8;Regular nao esferica
10000;5.56;GSR5.561-10ME1261-1-attrFilt;0,464;0,825;11,859;1,212;2;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;5.56;GSR5.561-10ME1318-1-attrFilt;0,389;0,615;10,152;1,625;2;Arredondada e muito baixa circularidade;8;Irregular
10000;5.56;GSR5.561-10ME1362-1-attrFilt;0,411;0,755;10,395;1,325;2;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm3-10MD4-1-attrFilt;0,576;0,635;4,358;1,574;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;9;GSR9mm3-10MD164-1-attrFilt;0,71;0,628;9,344;1,593;4;Arredondada e muito circular;5;Regular nao esferica
10000;9;GSR9mm3-10MD178-1-attrFilt;0,666;0,831;7,266;1,204;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
10000;9;GSR9mm4-1MD164-1-attrFilt;0,56;0,778;5,657;1,285;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;5.56;GSR5.56-3-10-ROSTO178-1-attrFilt;0,491;0,638;9,267;1,568;2;Arredondada e baixa circularidade;7;Regular nao esferica
10000;9;GSR9mm1-10MD105-1-attrFilt;0,589;0,821;7,254;1,218;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;5.56;GSR5.562-1ROSTO99-1-attrFilt;0,381;0,467;11,146;2,143;2;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
10000;9;GSR9mm2-10ME206-1-attrFilt;0,547;0,574;7,115;1,742;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;9;GSR9mm2-10ME51-1-attrFilt;0,536;0,417;6,547;2,395;4;Sub arredondada e baixa circularidade;9;IrRegular nao esferica
10000;9;GSR9mm2-10ME15-1-attrFilt;0,74;0,805;5,75;1,243;4;Muito arredondada e muito circular;1;Regular esferica
10000;9;GSR9mm2-10ME106-1-attrFilt;0,621;0,84;8,156;1,191;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
10000;7.62;GSR7.623-1Rosto203-1-attrFilt;0,715;0,856;19,73;1,168;3;Muito arredondada e muito circular;1;Regular esferica
10000;7.62;GSR7.625-1TORAX531-1-attrFilt;0,56;0,67;4,61;1,48;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;7.62;GSR7.624-1TORAX366-1-attrFilt;0,48;0,59;12,30;1,69;3;Arredondada e baixa circularidade;7;IrRegular nao esferica
10000;7.62;GSRGSR7.625.1MD2238-1-attrFilt;0,34;0,512;9,709;1,952;3;Arredondada e muito baixa circularidade;8;Irregular
10000;7.62;GSRGSR7.625.1MD2010-1-attrFilt;0,356;0,595;12,096;1,680;3;Arredondada e muito baixa circularidade;8;Irregular
10000;7.62;GSRGSR7.625.1MD704-1-attrFilt;0,549;0,685;8,324;1,461;3;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;7.62;GSRGSR7.625.1MD534-1-attrFilt;0,229;0,4;13,573;2,501;3;Sub arredondada e muito baixa circularidade;12;Irregular
10000;7.62;GSRGSR7.625.1MD557-1-attrFilt;0,36;0,67;8,135;1,492;3;Arredondada e muito baixa circularidade;8;Regular nao esferica
10000;7.62;GSRGSR7.62510MD2137-1-attrFilt;0,599;0,842;9,22;1,187;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;7.62;GSR7.625-10TORAX1173-1-attrFilt;0,46;0,81;11,57;1,23;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;7.62;GSR7.625-10TORAX162-1-attrFilt;0,46;0,78;10,54;1,28;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;7.62;GSR7.621-10TORAX211-1-attrFilt;0,57;0,82;4,77;1,22;3;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;7.62;GSR7.624.1MD504-1-attrFilt;0,43;0,729;7,91;1,371;3;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME1299-1-attrFilt;0,445;0,701;5,279;1,426;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME1289-1-attrFilt;0,405;0,679;6,253;1,473;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
10000;9;GSR9mm5-10ME1205-1-attrFilt;0,232;0,864;6,835;1,158;4;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
10000;9;GSR9mm5-10ME1169-1-attrFilt;0,207;0,761;10,95;1,314;4;Muito arredondada  e muito baixa circularidade;4;Irregular arredondada
10000;9;GSR9mm5-10ME1127-1-attrFilt;0,28;0,363;7,561;2,758;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
10000;9;GSR9mm5-10ME1103-1-attrFilt;0,427;0,377;8,546;2,651;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
10000;9;GSR9mm5-10ME1088-1-attrFilt;0,314;0,54;7,736;1,850;4;Arredondada e muito baixa circularidade;8;Irregular
10000;9;GSR9mm5-10ME1025-1-attrFilt;0,254;0,354;8,493;2,823;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
10000;9;GSR9mm5-10ME1007-1-attrFilt;0,384;0,657;8,737;1,521;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
10000;9;GSR9mm5-10ME1000-1-attrFilt;0,304;0,643;8,12;1,556;4;Arredondada e muito baixa circularidade;8;Irregular arredondada
10000;9;GSR9mm5-10ME989-1-attrFilt;0,358;0,796;10,306;1,257;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME988-1-attrFilt;0,304;0,648;5,223;1,544;4;Arredondada e muito baixa circularidade;8;Irregular arredondada
10000;9;GSR9mm5-10ME970-1-attrFilt;0,334;0,766;6,531;1,306;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME960-1-attrFilt;0,401;0,684;7,274;1,462;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
10000;9;GSR9mm5-10ME635-1-attrFilt;0,58;0,612;5,009;1,635;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;9;GSR9mm5-10ME628-1-attrFilt;0,45;0,803;9,528;1,245;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;9;GSR9mm5-10ME623-1-attrFilt;0,451;0,677;10,323;1,476;4;Arredondada e baixa circularidade;7;Regular nao esferica
10000;9;GSR9mm5-10ME601-1-attrFilt;0,442;0,6;6,932;1,665;4;Arredondada e muito baixa circularidade;8;Irregular
10000;9;GSR9mm5-10ME592-1-attrFilt;0,279;0,837;6,515;1,194;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME590-1-attrFilt;0,518;0,601;8;1,663;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;9;GSR9mm5-10ME580-1-attrFilt;0,622;0,904;5,856;1,106;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
10000;9;GSR9mm5-10ME547-1-attrFilt;0,356;0,542;12,757;1,846;4;Arredondada e muito baixa circularidade;8;Irregular
10000;9;GSR9mm5-10ME539-1-attrFilt;0,614;0,926;6,877;1,080;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
10000;9;GSR9mm5-10ME412-1-attrFilt;0,4;0,838;9,615;1,194;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME407-1-attrFilt;0,363;0,915;8,005;1,092;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME275-1-attrFilt;0,38;0,865;8,664;1,156;4;Muito arredondada  e muito baixa circularidade;4;Regular nao esferica
10000;9;GSR9mm5-10ME223-1-attrFilt;0,297;0,52;10,252;1,923;4;Arredondada e muito baixa circularidade;8;Irregular
10000;9;GSR9mm5-10ME214-1-attrFilt;0,486;0,551;9,185;1,816;4;Arredondada e baixa circularidade;7;Regular nao esferica
10000;9;GSR9mm5-10ME184-1-attrFilt;0,64;0,769;6,234;1,300;4;Muito arredondado e Moderamente circular;2;Regular nao esferica
10000;9;GSR9mm5-10ME165-1-attrFilt;0,229;0,51;9,341;1,960;4;Arredondada e muito baixa circularidade;8;Irregular
10000;9;GSR9mm5-10ME133-1-attrFilt;0,216;0,303;10,065;3,304;4;Sub arredondada e muito baixa circularidade;12;Irregular
10000;9;GSR9mm5-10ME125-1-attrFilt;0,323;0,361;8,661;2,769;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
10000;9;GSR9mm5-10ME115-1-attrFilt;0,331;0,431;8,497;2,318;4;Sub arredondada e muito baixa circularidade;12;Irregular arredondada
10000;9;GSR9mm5-10ME91-1-attrFilt;0,564;0,55;10,66;1,817;4;Arredondada e baixa circularidade;7;Regular Semi-esferica
10000;9;GSR9mm5-10ME78-1-attrFilt;0,546;0,878;8,277;1,139;4;Muito arredondada e baixa circularidade;3;Regular nao esferica
10000;9;GSR9mm5-10ME63-1-attrFilt;0,277;0,183;11,128;5,455;4;Muito Angular e muito baixa circularidade;16;Irregular
10000;9;GSR9mm5-10ME21-1-attrFilt;0,391;0,647;8,348;1,545;4;Arredondada e muito baixa circularidade;8;Regular nao esferica
