t;x;y;z;a
292014279448828;-1.3782349;7.318451;5.323044;3
292014284392676;-0.6456146;7.512375;5.913208;3
292014289306006;0.04032898;7.4585114;6.256775;3
292014294249854;0.5311432;7.1735992;6.548874;3
292014299193701;0.89505005;6.844391;6.438736;3
292014304137549;1.1344757;6.701935;6.184952;3
292014309050879;1.3056641;6.610962;5.9874268;3
292014313994727;1.4313507;6.576248;5.751602;3
292014318938574;1.4576874;6.5822296;5.1841736;3
292014323882422;1.4876251;6.797714;4.6143646;3
292014328826270;1.4086151;7.0167847;4.2037506;3
292014333770117;0.9872284;7.246628;3.5273895;3
292014338683447;0.2677765;7.53273;2.7480774;3
292014343627295;-0.63842773;7.793701;2.1040344;3
292014348571143;-1.4752045;7.9972076;1.5449982;3
292014353514990;-2.1563568;8.225845;1.1834717;3
292014358458838;-2.6531525;8.543091;1.078125;3
292014363402686;-3.0039062;8.784897;1.1224213;3
292014368346533;-3.3762054;8.880661;1.2995911;3
292014373290381;-3.687439;8.885452;1.6240082;3
292014378203711;-3.84906;8.7322235;2.0573578;3
292014383147559;-3.888565;8.4904175;2.5733032;3
292014388091406;-3.7042084;8.18634;3.0880585;3
292014393035254;-3.2744446;7.8068695;3.6494904;3
292014397979102;-2.6172333;7.338806;4.1786194;3
292014402892432;-1.999527;6.952133;4.759201;3
292014407866797;-1.3674622;6.7043304;5.0177765;3
292014412810645;-0.7138519;6.6564484;4.8118744;3
292014417723975;-0.094940186;6.670822;4.541336;3
292014422667822;0.45332336;6.7115173;4.3462067;3
292014427581153;1.0171661;6.8503876;4.16185;3
292014432525000;1.5055847;7.0119934;3.9451752;3
292014437468848;1.925766;7.2095184;3.7656097;3
292014442412696;2.2429962;7.357956;3.8063202;3
292014447356543;2.35672;7.4118195;3.9236298;3
292014452300391;2.2633362;7.3447876;4.1115723;3
292014457244238;2.04068;7.247818;4.3246613;3
292014462157569;1.8563232;7.152054;4.45874;3
292014467131934;1.5857849;7.0790253;4.615555;3
292014472075781;1.2805176;7.0478973;4.7328644;3
292014476989112;1.020752;7.010788;4.829834;3
292014481932959;0.72865295;6.928192;5.0130005;3
292014486876807;0.47846985;6.7989044;5.1841736;3
292014491820654;0.3000946;6.555893;5.3661346;3
292014496764502;0.16003418;6.2542267;5.4367676;3
292014501677832;0.13130188;6.133316;5.5624695;3
292014506621680;0.28334045;6.108185;5.6690063;3
292014511565528;0.6328888;6.1740265;5.858139;3
292014516509375;1.1967316;6.3176727;6.1514435;3
292014521453223;1.8252106;6.5966034;6.481842;3
292014526397071;2.3842468;6.9257965;6.6889343;3
292014531340918;2.7984467;7.2777405;7.0408783;3
292014536284766;3.1096954;7.5387115;7.359314;3
292014541228613;3.2725067;7.6895447;7.5592194;3
292014546172461;3.3239746;7.6656036;7.767517;3
292014551085791;3.2006683;7.55188;7.878845;3
292014556029639;2.9708252;7.389084;7.9830017;3
292014560973487;2.5913544;7.2526093;7.9746246;3
292014565917334;2.1232758;7.1664124;7.9853973;3
292014570861182;1.728241;6.9581146;8.048843;3
292014575805029;1.5211334;6.610962;8.466629;3
292014580718360;1.436142;6.1859894;9.072357;3
292014585662207;1.4169922;5.83284;9.57515;3
292014590606055;1.5379028;5.6832123;9.973785;3
292014595549903;1.7462006;5.776581;10.1401825;3
292014600493750;1.9772339;5.97171;10.183273;3
292014605437598;2.2130585;6.266205;10.255096;3
292014610350928;2.432129;6.6253204;10.350861;3
292014615294776;2.5709991;6.8659515;10.355652;3
292014620238623;2.6045227;7.041916;10.275452;3
292014625182471;2.511139;7.1113434;10.233551;3
292014630126319;2.348343;7.0203705;10.207214;3
292014635070166;2.1508179;6.7234955;10.434662;3
292014640014014;2.013153;6.315277;10.811752;3
292014644957862;1.8886566;5.942978;11.04039;3
292014649901709;1.8443604;5.7717896;11.123001;3
292014654845557;1.815628;5.7861633;11.142151;3
292014659789404;1.7701416;5.8699646;11.009277;3
292014664733252;1.7773132;5.9178467;10.841675;3
292014669646582;1.8599243;5.7598267;10.994904;3
292014674590430;1.8754883;5.41626;11.052368;3
292014679534278;1.8694916;5.211548;10.857239;3
292014684478125;1.807251;5.219925;10.502899;3
292014689391455;1.530716;5.3923187;10.1689;3
292014694335303;1.1189117;5.6006165;9.986954;3
292014699279151;0.7621765;5.757431;9.828934;3
292014704222998;0.589798;5.8412323;9.760696;3
292014709136328;0.51916504;6.0231934;9.852875;3
292014714080176;0.39466858;6.1117706;10.039627;3
292014719024024;0.14447021;6.14769;10.13179;3
292014723967871;-0.18592834;6.037552;10.0659485;3
292014728911719;-0.4947815;5.6891937;10.238342;3
292014733855567;-0.782074;5.08226;10.738724;3
292014738799414;-1.0634003;4.341263;11.012863;3
292014743712744;-1.2848663;3.7355194;10.822525;3
292014748656592;-1.4165497;3.432663;10.225174;3
292014753600440;-1.4680176;3.3009796;9.20285;3
