t;x;y;z;a;;;;
2,93208E+14;3.472.412;49.996.643;9.542.816;3;;1654638161966;;
2,93208E+14;33.359.528;4.753.067;9.581.131;3;;1654638161971;;
2,93208E+14;3.060.608;4.495.682;9.918.716;3;;1654638161976;;
2,93208E+14;25.602.264;43.089.447;10.245.514;3;;1654638161980;;
2,93208E+14;1.870.697;41.317.596;10.459.808;3;;1654638161985;;
2,93208E+14;0.92378235;3.887.558;1.064.296;3;;1654638161990;;
2,93208E+14;-0.29605103;36.792.603;10.913.498;3;;1654638161995;;
2,93208E+14;-15.817.413;3.669.693;11.237.915;3;;1654638162000;;
2,93208E+14;-26.615.295;38.492.584;11.599.442;3;;1654638162005;;
2,93208E+14;-35.737.152;39.689.636;1.186.879;3;;1654638162010;;
2,93208E+14;-4.144.745;4.110.214;11.963.364;3;;1654638162015;;
2,93208E+14;-45.577.393;4.286.194;11.798.157;3;;1654638162020;;
2,93208E+14;-47.636.414;43.675.995;11.361.221;3;;1654638162025;;
2,93208E+14;-4.865.387;4.477.722;10.840.485;3;;1654638162030;;
2,93208E+14;-5.047.348;4.536.392;1.020.961;3;;1654638162035;;
2,93208E+14;-53.202.972;45.615.234;9.512.894;3;;1654638162040;;
2,93208E+14;-5.596.817;46.165.924;8.958.633;3;;1654638162045;;
2,93208E+14;-57.596.283;4.725.525;8.615.067;3;;1654638162050;;
2,93208E+14;-58.589.935;49.026.947;8.422.333;3;;1654638162055;;
2,93208E+14;-60.301.666;5.156.479;8.366.074;3;;1654638162059;;
2,93208E+14;-64.515.533;5.310.913;8.390.015;3;;1654638162064;;
2,93208E+14;-7.114.746;54.198.456;8.346.924;3;;1654638162069;;
2,93208E+14;-7.988.632;5.580.261;8.196.091;3;;1654638162074;;
2,93208E+14;-9.079.193;5.923.828;76.825.256;3;;1654638162079;;
2,93208E+14;-10.005.737;64.912.567;66.805.573;3;;1654638162084;;
2,93208E+14;-10.574.371;71.065.674;51.446.686;3;;1654638162089;;
2,93208E+14;-10.610.275;7.575.821;31.826.324;3;;1654638162094;;
2,93208E+14;-10.401.978;7.912.216;11.906.433;3;;1654638162099;;
2,93208E+14;-10.133.835;8.136.063;-0.4864807;3;;1654638162104;;
2,93208E+14;-9.840.546;830.127;-17.111.206;3;;1654638162109;;
2,93208E+14;-9.477.829;844.133;-2.282.135;3;;1654638162114;;
2,93208E+14;-9.101.929;8.640.045;-24.617.004;3;;1654638162119;;
2,93208E+14;-8.653.015;8.839.966;-24.257.965;3;;1654638162124;;
2,93208E+14;-8.390.854;8.932.144;-21.420.746;3;;1654638162129;;
2,93208E+14;-8.400.436;8.927.353;-17.470.398;3;;1654638162134;;
2,93208E+14;-8.705.688;8.861.511;-12.658.081;3;;1654638162139;;
2,93208E+14;-94.048;8.802.856;-0.78456116;3;;1654638162143;;
2,93208E+14;-10.320.587;8.807.648;-0.13095093;3;;1654638162148;;
2,93208E+14;-1.116.214;8.772.934;0.56695557;3;;1654638162153;;
2,93208E+14;-11.836.105;8.796.875;11.284.027;3;;1654638162158;;
2,93208E+14;-1.227.066;8.820.816;1.603.653;3;;1654638162163;;
2,93208E+14;-12.469.376;8.805.252;23.027.496;3;;1654638162168;;
2,93208E+14;-12.498.108;8.717.865;30.928.497;3;;1654638162173;;
2,93208E+14;-12.366.425;8.559.845;40.888.367;3;;1654638162178;;
2,93208E+14;-12.134.186;8.462.875;5.035.736;3;;1654638162183;;
2,93208E+14;-1.181.337;8.420.975;58.234.253;3;;1654638162188;;
2,93208E+14;-11.351.288;8.388.657;63.704.987;3;;1654638162193;;
2,93208E+14;-1.080.661;8.276.123;66.254.883;3;;1654638162198;;
2,93208E+14;-10.112.289;8.100.159;66.063.385;3;;1654638162203;;
2,93208E+14;-9.305.435;79.505.157;62.352.295;3;;1654638162208;;
2,93208E+14;-8.445.923;78.308.105;56.271.057;3;;1654638162213;;
2,93208E+14;-75.672.455;77.913.055;47.723.694;3;;1654638162218;;
2,93208E+14;-66.610.413;76.679.993;39.164.429;3;;1654638162223;;
2,93208E+14;-58.230.743;76.368.713;3.023.407;3;;1654638162227;;
2,93208E+14;-50.916.443;7.737.442;2.208.191;3;;1654638162232;;
2,93208E+14;-44.607.697;78.152.466;13.773.956;3;;1654638162237;;
2,93208E+14;-4.144.745;78.463.745;0.56217957;3;;1654638162242;;
2,93208E+14;-4.051.361;79.026.337;-0.06271362;3;;1654638162247;;
2,93208E+14;-4.089.676;7.987.625;-0.5978241;3;;1654638162252;;
2,93208E+14;-420.459;8.119.308;-0.98687744;3;;1654638162257;;
2,93208E+14;-4.275.223;8.231.842;-12.849.579;3;;1654638162262;;
2,93208E+14;-43.099.365;8.240.219;-14.561.462;3;;1654638162267;;
2,93208E+14;-41.986.084;8.177.963;-15.495.148;3;;1654638162272;;
2,93208E+14;-3.963.974;8.115.723;-14.417.725;3;;1654638162277;;
2,93208E+14;-3.726.944;8.057.068;-10.682.831;3;;1654638162282;;
2,93208E+14;-35.593.567;8.029.526;-0.48410034;3;;1654638162287;;
2,93208E+14;-34.839.325;79.684.753;0.14437866;3;;1654638162292;;
2,93208E+14;-34.468.231;7.915.802;0.80158997;3;;1654638162297;;
2,93208E+14;-34.097.137;7.883.484;14.264.832;3;;1654638162302;;
2,93208E+14;-3.342.682;78.667.145;19.304.657;3;;1654638162307;;
2,93208E+14;-33.223.267;7.845.169;23.207.092;3;;1654638162311;;
2,93208E+14;-31.523.438;7.800.888;27.217.407;3;;1654638162316;;
2,93208E+14;-29.057.312;7.717.087;30.533.447;3;;1654638162321;;
2,93208E+14;-26.256.104;76.021.576;32.963.562;3;;1654638162326;;
2,93208E+14;-2.283.249;7.445.343;3.473.526;3;;1654638162331;;
2,93208E+14;-1.915.741;73.280.334;358.844;3;;1654638162336;;
2,93208E+14;-16.571.655;72.430.267;35.621.033;3;;1654638162341;;
2,93208E+14;-15.542.145;7.189.163;3.457.962;3;;1654638162346;;
2,93208E+14;-14.213.257;7.220.291;31.778.412;3;;1654638162351;;
2,93208E+14;-11.005.096;7.228.668;26.606.903;3;;1654638162356;;
2,93208E+14;-0.69589233;71.903.534;20.393.982;3;;1654638162361;;
2,93208E+14;-0.3571167;7.017.975;15.210.571;3;;1654638162366;;
2,93208E+14;-0.19190979;6.777.359;10.841.064;3;;1654638162371;;
2,93208E+14;0.008010864;67.426.453;0.7058258;3;;1654638162376;;
2,93208E+14;0.54789734;68.707.275;0.3047943;3;;1654638162381;;
2,93208E+14;12.290.497;68.611.603;-0.18122864;3;;1654638162386;;
2,93208E+14;18.898.468;65.511.017;-0.5595093;3;;1654638162390;;
2,93208E+14;25.805.817;61.357.117;-0.80970764;3;;1654638162395;;
2,93208E+14;33.323.517;58.172.913;-0.8480072;3;;1654638162400;;
2,93208E+14;38.614.655;56.125.793;-0.48887634;3;;1654638162405;;
2,93208E+14;40.434.265;5.616.165;-0.07348633;3;;1654638162410;;
2,93208E+14;39.512.482;57.035.675;0.2652893;3;;1654638162415;;
2,93208E+14;38.447.113;56.640.625;0.5370331;3;;1654638162420;;
2,93208E+14;37.357.788;5.527.588;0.77285767;3;;1654638162425;;
2,93208E+14;36.316.223;5.393.509;0.99671936;3;;1654638162430;;
2,93208E+14;35.023.499;52.498.627;13.223.267;3;;1654638162435;;
2,93208E+14;35.071.259;50.762.787;16.251.984;3;;1654638162440;;
2,93208E+14;37.058.563;48.105.164;18.550.415;3;;1654638162445;;
2,93208E+14;39.644.165;45.699.005;21.603.088;3;;1654638162450;;
2,93208E+14;415.596;44.226.685;25.481.567;3;;1654638162455;;
2,93208E+14;4.212.219;4.310.135;27.959.595;3;;1654638162460;;
2,93208E+14;42.948.303;42.179.565;27.444.916;3;;1654638162465;;
2,93208E+14;4.530.655;40.958.557;25.158.386;3;;1654638162469;;
2,93208E+14;4.978.363;40.012.817;24.859.161;3;;1654638162474;;
2,93208E+14;5.562.546;39.845.276;2.545.761;3;;1654638162479;;
2,93208E+14;6.218.567;40.012.817;26.966.095;3;;1654638162484;;
2,93208E+14;68.410.645;4.057.541;29.336.243;3;;1654638162489;;
2,93208E+14;7.238.495;4.132.965;31.646.729;3;;1654638162494;;
2,93208E+14;73.282.776;4.155.716;33.286.743;3;;1654638162499;;
2,93208E+14;725.885;42.371.063;3.299.942;3;;1654638162504;;
2,93208E+14;7.245.682;43.951.263;33.143.005;3;;1654638162509;;
2,93208E+14;72.660.217;44.669.495;34.771.118;3;;1654638162514;;
2,93208E+14;73.318.634;4.404.709;36.542.816;3;;1654638162519;;
2,93208E+14;7.409.683;43.292.847;39.308.167;3;;1654638162524;;
2,93208E+14;73.989.105;43.927.307;42.420.654;3;;1654638162529;;
2,93208E+14;7.382.141;4.559.128;4.410.858;3;;1654638162534;;
2,93208E+14;7.282.791;46.046.143;43.892.975;3;;1654638162539;;
2,93208E+14;70.361.786;4.571.106;4.382.126;3;;1654638162544;;
2,93208E+14;6.709.381;45.303.955;45.317.535;3;;1654638162549;;
2,93208E+14;63.681.946;458.667;47.256.927;3;;1654638162553;;
2,93208E+14;60.234.375;4.738.693;48.717.346;3;;1654638162558;;
2,93208E+14;54.703.827;484.404;4.927.994;3;;1654638162563;;
2,93208E+14;4.444.458;48.739.624;479.393;3;;1654638162568;;
2,93208E+14;32.497.559;5.073.883;4.395.294;3;;1654638162573;;
2,93208E+14;24.057.922;53.336.487;39.260.254;3;;1654638162578;;
2,93208E+14;19.089.966;53.492.126;33.969.116;3;;1654638162583;;
2,93208E+14;17.701.416;51.385.345;30.928.497;3;;1654638162588;;
2,93208E+14;2.104.126;4.950.577;28.737.793;3;;1654638162593;;
2,93208E+14;26.595.764;4.875.168;27.528.687;3;;1654638162598;;
2,93208E+14;32.246.094;48.871.307;25.744.934;3;;1654638162603;;
2,93208E+14;37.693.024;48.871.307;2.414.093;3;;1654638162608;;
2,93209E+14;4.282.852;4.969.742;2.319.519;3;;1654638162613;;
2,93209E+14;4.713.806;5.006.851;2.271.637;3;;1654638162618;;
2,93209E+14;5.120.819;4.906.296;2.327.896;3;;1654638162623;;
2,93209E+14;5.456.009;47.231.293;25.792.847;3;;1654638162628;;
2,93209E+14;5.660.721;45.100.555;28.582.153;3;;1654638162633;;
2,93209E+14;59.516.144;4.531.601;3.213.745;3;;1654638162637;;
2,93209E+14;6.847.046;48.464.355;37.751.923;3;;1654638162642;;
2,93209E+14;7.492.279;4.699.188;44.491.577;3;;1654638162647;;
2,93209E+14;78.418.274;41.940.155;5.054.886;3;;1654638162652;;
2,93209E+14;8.147.095;37.115.784;55.816.193;3;;1654638162657;;
2,93209E+14;78.897.247;32.494.965;63.621.216;3;;1654638162662;;
2,93209E+14;7.151.108;2.970.581;7.438.324;3;;1654638162667;;
2,93209E+14;6.278.412;30.519.867;8.660.553;3;;1654638162672;;
2,93209E+14;54.739.685;32.303.467;9.868.439;3;;1654638162677;;
2,93209E+14;4.934.082;33.416.748;10.930.267;3;;1654638162682;;
2,93209E+14;4.736.557;32.961.884;11.464.172;3;;1654638162687;;
2,93209E+14;46.994.476;32.602.844;11.557.541;3;;1654638162692;;
2,93209E+14;47.437.286;32.842.255;11.064.331;3;;1654638162697;;
2,93209E+14;47.018.433;32.315.521;10.083.908;3;;1654638162702;;
2,93209E+14;4.547.409;31.309.967;8.777.878;3;;1654638162707;;
2,93209E+14;43.235.474;3.101.059;75.400.696;3;;1654638162712;;
2,93209E+14;4.166.733;31.513.367;6.564.438;3;;1654638162716;;
2,93209E+14;4.298.416;3.267.456;5.688.156;3;;1654638162721;;
2,93209E+14;46.467.743;33.907.623;4.956.726;3;;1654638162726;;
2,93209E+14;4.850.281;34.937.134;44.443.665;3;;1654638162731;;
2,93209E+14;46.240.234;3.543.991;4.042.145;3;;1654638162736;;
2,93209E+14;4.032.654;3.654.129;3.818.283;3;;1654638162741;;
2,93209E+14;32.198.334;38.121.338;38.374.329;3;;1654638162746;;
2,93209E+14;23.615.112;39.486.084;4.105.591;3;;1654638162751;;
2,93209E+14;1.444.519;39.569.855;465.506;3;;1654638162756;;
2,93209E+14;0.31446838;37.953.796;5.584.015;3;;1654638162761;;
2,93209E+14;-0.9317169;3.669.693;6.854.141;3;;1654638162766;;
2,93209E+14;-1.920.517;37.989.655;8.204.468;3;;1654638162771;;
2,93209E+14;-24.472.504;3.966.568;94.326.935;3;;1654638162776;;
2,93209E+14;-24.604.187;40.826.874;10.415.512;3;;1654638162781;;
2,93209E+14;-21.467.743;40.838.776;11.054.764;3;;1654638162786;;
2,93209E+14;-15.578.003;40.348.053;11.266.647;3;;1654638162791;;
2,93209E+14;-0.9365082;39.450.226;109.865.265;3;;1654638162795;;
2,93209E+14;-0.38345337;37.798.157;1.040.593;3;;1654638162800;;
2,93209E+14;0.28692627;3.566.742;971.521;3;;1654638162805;;
2,93209E+14;10.818.024;32.315.521;906.279;3;;1654638162810;;
2,93209E+14;15.762.024;29.442.444;8.616.272;3;;1654638162815;;
2,93209E+14;16.659.851;2.623.413;8.288.254;3;;1654638162820;;
2,93209E+14;14.564.972;23.014.069;79.746.246;3;;1654638162825;;
2,93209E+14;0.9860382;20.128.937;7.700.485;3;;1654638162830;;
2,93209E+14;0.4449463;1.729.187;7.549.652;3;;1654638162835;;
2,93209E+14;0.082229614;13.473.053;7.455.078;3;;1654638162840;;
2,93209E+14;0.00680542;0.8062134;74.012.146;3;;1654638162845;;
2,93209E+14;-0.12965393;0.3920288;7.364.105;3;;1654638162850;;
2,93209E+14;-0.78567505;0.38963318;69.989.777;3;;1654638162855;;
2,93209E+14;-2.173.111;0.36688232;60.185.547;3;;1654638162860;;
2,93209E+14;-384.906;-0.02217102;48.585.663;3;;1654638162865;;
2,93209E+14;-54.651.337;-0.23884583;43.210.754;3;;1654638162870;;
2,93209E+14;-67.795.563;-0.2759552;4.766.388;3;;1654638162875;;
2,93209E+14;-77.049.103;-0.18737793;6.067.642;3;;1654638162879;;
2,93209E+14;-8.401.627;-0.011398315;79.147.644;3;;1654638162884;;
2,93209E+14;-89.487;0.16816711;973.436;3;;1654638162889;;
2,93209E+14;-93.581.085;0.36209106;1.125.827;3;;1654638162894;;
2,93209E+14;-962.027;0.50575256;12.626.556;3;;1654638162899;;
2,93209E+14;-9.591.553;0.5811615;14.004.425;3;;1654638162904;;
2,93209E+14;-9.294.662;0.63264465;15.153.641;3;;1654638162909;;
2,93209E+14;-8.776.321;0.7475586;15.919.785;3;;1654638162914;;
2,93209E+14;-8.110.733;0.9738159;16.257.355;3;;1654638162919;;
2,93209E+14;-7.396.057;12.383.728;16.129.272;3;;1654638162924;;
2,93209E+14;-6.518.585;15.855.408;156.037.445;3;;1654638162929;;
2,93209E+14;-56.806.183;17.854.462;14.772.949;3;;1654638162934;;
2,93209E+14;-50.341.797;18.740.387;14.067.871;3;;1654638162939;;
2,93209E+14;-46.774.445;1.847.702;13.572.266;3;;1654638162944;;
2,93209E+14;-4.584.076;18.979.797;12.965.332;3;;1654638162949;;
2,93209E+14;-4.825.882;19.829.712;123.224.945;3;;1654638162954;;
2,93209E+14;-54.316.254;21.242.218;11.971.741;3;;1654638162959;;
2,93209E+14;-62.157.288;24.223.022;11.768.234;3;;1654638162963;;
2,93209E+14;-6.975.876;25.970.764;11.747.879;3;;1654638162968;;
2,93209E+14;-75.995.636;25.863.037;11.987.305;3;;1654638162973;;
2,93209E+14;-8.228.043;24.905.396;12.309.326;3;;1654638162978;;
2,93209E+14;-9.025.314;26.078.644;12.561.905;3;;1654638162983;;
2,93209E+14;-97.890.625;27.527.008;12.664.856;3;;1654638162988;;
2,93209E+14;-10.319.382;26.318.054;12.739.075;3;;1654638162993;;
2,93209E+14;-1.050.853;2.230.774;12.929.428;3;;1654638162998;;
2,93209E+14;-10.163.757;18.249.512;13.191.589;3;;1654638163003;;
2,93209E+14;-9.474.228;15.364.532;13.375.946;3;;1654638163008;;
2,93209E+14;-8.945.114;12.874.603;13.372.345;3;;1654638163013;;
2,93209E+14;-8.851.746;0.9163513;13.249.054;3;;1654638163018;;
2,93209E+14;-8.898.422;0.41357422;13.244.263;3;;1654638163023;;
2,93209E+14;-8.462.677;-0.004211426;13.484.879;3;;1654638163028;;
2,93209E+14;-7.324.234;-0.38250732;14.101.379;3;;1654638163033;;
2,93209E+14;-59.786.987;-0.64945984;15.062.653;3;;1654638163038;;
2,93209E+14;-4.848.633;-0.9319763;15.952.103;3;;1654638163043;;
2,93209E+14;-39.771.423;-13.270.111;16.793.655;3;;1654638163047;;
2,93209E+14;-3.304.367;-17.723.389;17.631.638;3;;1654638163052;;
2,93209E+14;-28.386.993;-18.908.539;1.871.022;3;;1654638163057;;
2,93209E+14;-23.825.989;-16.969.147;19.790.009;3;;1654638163062;;
2,93209E+14;-1.994.751;-15.257.263;20.393.341;3;;1654638163067;;
2,93209E+14;-21.312.103;-18.764.801;20.499.893;3;;1654638163072;;
2,93209E+14;-24.053.497;-2.567.215;20.580.093;3;;1654638163077;;
2,93209E+14;-2.434.082;-3.152.588;20.653.122;3;;1654638163082;;
2,93209E+14;-22.341.614;-34.758.148;204.113;3;;1654638163087;;
2,93209E+14;-19.660.187;-3.895.996;19.946.823;3;;1654638163092;;
2,93209E+14;-16.344.147;-43.760.223;19.058.578;3;;1654638163097;;
2,93209E+14;-12.142.334;-4.845.291;18.006.332;3;;1654638163102;;
2,93209E+14;-0.6611786;-5.129.013;16.994.781;3;;1654638163107;;
2,93209E+14;-0.10810852;-5.322.937;16.035.904;3;;1654638163112;;
2,93209E+14;0.39945984;-54.282.837;15.063.858;3;;1654638163117;;
2,93209E+14;0.826828;-5.433.075;14.131.317;3;;1654638163122;;
2,93209E+14;0.8782959;-5.448.639;13.201.157;3;;1654638163126;;
2,93209E+14;0.63049316;-54.462.433;12.274.612;3;;1654638163131;;
2,93209E+14;0.4988098;-5.263.077;11.573.105;3;;1654638163136;;
2,93209E+14;0.4772644;-5.051.193;11.106.232;3;;1654638163141;;
2,93209E+14;0.5526886;-4.836.914;1.080.217;3;;1654638163146;;
2,93209E+14;0.6041565;-46.094.666;10.670.486;3;;1654638163151;;
2,93209E+14;0.68556213;-44.131.317;10.652.542;3;;1654638163156;;
2,93209E+14;0.63768005;-4.322.159;1.068.486;3;;1654638163161;;
2,93209E+14;-3,81E+03;-4.416.733;10.762.665;3;;1654638163166;;
2,93209E+14;-0.8491211;-44.466.553;10.938.644;3;;1654638163171;;
2,93209E+14;-14.129.486;-42.347.717;11.155.319;3;;1654638163176;;
2,93209E+14;-16.978.607;-4.034.851;11.510.864;3;;1654638163181;;
2,93209E+14;-17.649.078;-3.844.513;11.995.682;3;;1654638163186;;
2,93209E+14;-17.098.389;-3.643.402;12.497.269;3;;1654638163191;;
2,93209E+14;-14.201.355;-33.800.354;1.291.745;3;;1654638163196;;
2,93209E+14;-0.979599;-31.346.283;13.384.323;3;;1654638163201;;
2,93209E+14;-0.4409027;-28.748.627;13.784.149;3;;1654638163205;;
2,93209E+14;0.06427002;-25.648.193;14.369.537;3;;1654638163210;;
2,93209E+14;0.4988098;-22.715.302;14.929.779;3;;1654638163215;;
2,93209E+14;0.82562256;-19.914.093;15.164.413;3;;1654638163220;;
2,93209E+14;11.512.299;-17.052.917;14.927.383;3;;1654638163225;;
2,93209E+14;14.086.151;-13.904.572;14.201.935;3;;1654638163230;;
2,93209E+14;16.468.353;-10.468.903;13.276.581;3;;1654638163235;;
2,93209E+14;18.934.326;-0.6291046;12.407.486;3;;1654638163240;;
2,93209E+14;22.094.727;-0.2532196;11.555.145;3;;1654638163245;;
2,93209E+14;24.656.525;0.09274292;10.868.011;3;;1654638163250;;
2,93209E+14;26.799.316;0.39920044;10.381.989;3;;1654638163255;;
2,93209E+14;28.164.062;0.6877136;10.113.846;3;;1654638163260;;
2,93209E+14;29.181.519;0.92832947;10.002.502;3;;1654638163265;;
2,93209E+14;30.438.538;11.330.261;10.097.076;3;;1654638163270;;
2,93209E+14;31.384.277;13.269.653;10.352.066;3;;1654638163275;;
2,93209E+14;32.162.323;15.484.161;10.584.305;3;;1654638163280;;
2,93209E+14;33.467.255;16.956.635;10.835.693;3;;1654638163285;;
2,93209E+14;3.471.222;1.823.761;11.117.004;3;;1654638163289;;
2,93209E+14;34.760.132;19.757.843;11.289.398;3;;1654638163294;;
2,93209E+14;3.147.995;21.637.268;11.324.112;3;;1654638163299;;
2,93209E+14;2.519.516;22.343.597;11.066.727;3;;1654638163304;;
2,93209E+14;15.642.395;23.277.283;10.282.639;3;;1654638163309;;
2,93209E+14;0.58621216;24.713.898;9.283.051;3;;1654638163314;;
2,93209E+14;-0.17276001;26.509.552;81.601.715;3;;1654638163319;;
2,93209E+14;-0.63005066;28.819.885;68.828.583;3;;1654638163324;;
2,93209E+14;-0.8898163;30.711.365;5.769.562;3;;1654638163329;;
2,93209E+14;-10.490.417;32.818.298;48.346.252;3;;1654638163334;;
2,93209E+14;-0.99157715;3.630.188;4.022.995;3;;1654638163339;;
2,93209E+14;-0.627655;39.857.178;34.866.943;3;;1654638163344;;
2,93209E+14;-0.27450562;40.910.645;33.190.918;3;;1654638163349;;
2,93209E+14;-0.15240479;3.990.509;34.040.833;3;;1654638163354;;
2,93209E+14;0.022369385;4.124.588;35.621.033;3;;1654638163359;;
2,93209E+14;0.23664856;4.517.227;39.487.762;3;;1654638163364;;
2,93209E+14;0.46051025;4.945.801;42.265.015;3;;1654638163369;;
2,93209E+14;0.44136047;5.286.972;4.489.853;3;;1654638163373;;
2,93209E+14;0.1803894;54.904.785;4.613.159;3;;1654638163378;;
2,93209E+14;-0.32598877;56.736.298;4.461.136;3;;1654638163383;;
2,93209E+14;-0.8706665;57.478.485;39.463.806;3;;1654638163388;;
2,93209E+14;-10.071.411;57.777.863;32.113.495;3;;1654638163393;;
2,93209E+14;-0.8718567;58.496.094;24.942.932;3;;1654638163398;;
2,93209E+14;-0.7904663;59.609.375;21.363.525;3;;1654638163403;;
2,93209E+14;-0.85510254;60.483.246;20.334.167;3;;1654638163408;;
2,93209E+14;-10.083.313;6.100.998;2.058.548;3;;1654638163413;;
2,93209E+14;-11.280.365;61.225.433;21.890.259;3;;1654638163418;;
2,93209E+14;-11.112.823;614.769;2.465.561;3;;1654638163423;;
2,93209E+14;-10.442.505;62.063.446;2.880.951;3;;1654638163428;;
2,93209E+14;-0.9137573;62.781.677;34.986.572;3;;1654638163433;;
2,93209E+14;-0.7521515;63.835.144;4.058.899;3;;1654638163438;;
2,93209E+14;-0.627655;64.864.655;45.269.775;3;;1654638163443;;
2,93209E+14;-0.5235138;648.526;48.705.444;3;;1654638163448;;
2,93209E+14;-0.46723938;63.966.827;51.901.703;3;;1654638163453;;
2,93209E+14;-0.54745483;63.679.504;5.481.064;3;;1654638163457;;
2,93209E+14;-0.6468048;6.425.415;5.609.146;3;;1654638163462;;
2,93209E+14;-0.7341919;6.425.415;55.421.143;3;;1654638163467;;
2,93209E+14;-0.7832794;63.799.286;53.888.855;3;;1654638163472;;
2,93209E+14;-0.87664795;6.299.713;5.267.975;3;;1654638163477;;
2,93209E+14;-11.053.009;6.169.235;50.058.136;3;;1654638163482;;
2,93209E+14;-14.704.132;599.086;4.631.119;3;;1654638163487;;
2,93209E+14;-17.517.395;59.693.146;4.228.897;3;;1654638163492;;
2,93209E+14;-18.534.851;60.279.694;39.272.156;3;;1654638163497;;
2,93209E+14;-18.894.043;6.163.254;36.063.995;3;;1654638163502;;
2,93209E+14;-18.415.222;6.220.703;33.274.689;3;;1654638163507;;
2,93209E+14;-1.845.108;6.235.077;29.659.576;3;;1654638163512;;
2,93209E+14;-19.145.355;6.188.385;258.049;3;;1654638163517;;
2,93209E+14;-18.690.491;61.548.615;22.548.676;3;;1654638163522;;
2,93209E+14;-16.332.245;61.931.763;19.412.384;3;;1654638163527;;
2,93209E+14;-14.907.684;61.512.756;18.023.682;3;;1654638163532;;
2,93209E+14;-1.592.514;6.049.515;1.809.555;3;;1654638163536;;
2,93209E+14;-16.763.153;58.651.733;19.819.336;3;;1654638163541;;
2,93209E+14;-16.416.016;5.640.106;2.240.509;3;;1654638163546;;
2,93209E+14;-14.955.597;55.455.475;25.876.617;3;;1654638163551;;
2,93209E+14;-13.914.032;549.527;29.288.483;3;;1654638163556;;
2,93209E+14;-13.004.303;5.386.322;33.741.608;3;;1654638163561;;
2,93209E+14;-12.070.465;52.211.304;37.428.741;3;;1654638163566;;
2,93209E+14;-12.058.563;51.026.154;422.171;3;;1654638163571;;
